Test_ID,Event_Time_s,Event_Type,Controller_State_From,Controller_State_To,DC_Bus_V,Relay_Command,Relay_State,Fault_Clear_Time_s,Safe_Interval_Start_Time_s,Safe_Interval_Interruptions,Configured_Recovery_Dwell_s,Message
T14,1.10325,CONTROLLER_STATE,1,2,49.5109731899512,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.10575,CONTROLLER_STATE,2,1,49.4903613682687,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.10775,CONTROLLER_STATE,1,2,49.5153809367075,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.11,CONTROLLER_STATE,2,1,49.4804913205294,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.11325,CONTROLLER_STATE,1,2,49.5097916835848,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.11475,CONTROLLER_STATE,2,1,49.4846699475522,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.11925,CONTROLLER_STATE,1,2,49.508942969579,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.1205,CONTROLLER_STATE,2,1,49.4821126735244,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.127,CONTROLLER_STATE,1,2,49.5042779275975,1,1,0.7,0.6915,0,0.35,Measured transition
T14,1.12775,CONTROLLER_STATE,2,1,49.489142619099,1,1,0.7,0.6915,0,0.35,Measured transition
T14,0.602,FAULT_DETECTION,NaN,NaN,52.8039738685459,1,1,0.7,0.6915,0,0.35,Warning/emergency threshold crossing
T14,0.60625,TRIP_COMMAND,NaN,NaN,69.6388593680764,1,1,0.7,0.6915,0,0.35,Controller trip command
T14,0.6145,PHYSICAL_OPEN,NaN,NaN,69.27268229613,0,1,0.7,0.6915,0,0.35,Contactor physically open
T14,0.6915,SAFE_INTERVAL_START,NaN,NaN,51.3481546967765,0,0,0.7,0.6915,0,0.35,Start of uninterrupted safe interval leading to reconnect
T14,1.0415,RECONNECT_COMMAND,NaN,NaN,50.4615228731266,0,0,0.7,0.6915,0,0.35,Reconnect command after safe dwell
T14,1.05375,PHYSICAL_CLOSE,NaN,NaN,50.4871643933769,1,0,0.7,0.6915,0,0.35,Contactor physically closed
T15,0.602,CONTROLLER_STATE,1,2,52.8039738685459,1,1,0.7,0.6915,0,0.35,Measured transition
T15,0.60225,CONTROLLER_STATE,2,3,54.8580439386504,1,1,0.7,0.6915,0,0.35,Measured transition
T15,0.6065,CONTROLLER_STATE,3,4,69.6805615397628,0,1,0.7,0.6915,0,0.35,Measured transition
T15,0.61475,PHYSICAL_RELAY,4,4,69.233713490855,0,0,0.7,0.6915,0,0.35,Measured transition
T15,0.69175,CONTROLLER_STATE,4,5,51.3255768578818,0,0,0.7,0.6915,0,0.35,Measured transition
T15,1.04175,CONTROLLER_STATE,5,6,50.4650073587827,1,0,0.7,0.6915,0,0.35,Measured transition
T15,1.042,CONTROLLER_STATE,6,2,50.4686075129281,1,0,0.7,0.6915,0,0.35,Measured transition
T15,1.054,PHYSICAL_RELAY,2,2,50.4833214869605,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.0965,CONTROLLER_STATE,2,1,49.4864681174321,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.0985,CONTROLLER_STATE,1,2,49.5107514341221,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.1015,CONTROLLER_STATE,2,1,49.4854604188384,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.10325,CONTROLLER_STATE,1,2,49.5109731899512,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.10575,CONTROLLER_STATE,2,1,49.4903613682687,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.10775,CONTROLLER_STATE,1,2,49.5153809367075,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.11,CONTROLLER_STATE,2,1,49.4804913205294,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.11325,CONTROLLER_STATE,1,2,49.5097916835848,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.11475,CONTROLLER_STATE,2,1,49.4846699475522,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.11925,CONTROLLER_STATE,1,2,49.508942969579,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.1205,CONTROLLER_STATE,2,1,49.4821126735244,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.127,CONTROLLER_STATE,1,2,49.5042779275975,1,1,0.7,0.6915,0,0.35,Measured transition
T15,1.12775,CONTROLLER_STATE,2,1,49.489142619099,1,1,0.7,0.6915,0,0.35,Measured transition
T15,0.602,FAULT_DETECTION,NaN,NaN,52.8039738685459,1,1,0.7,0.6915,0,0.35,Warning/emergency threshold crossing
T15,0.60625,TRIP_COMMAND,NaN,NaN,69.6388593680764,1,1,0.7,0.6915,0,0.35,Controller trip command
T15,0.6145,PHYSICAL_OPEN,NaN,NaN,69.27268229613,0,1,0.7,0.6915,0,0.35,Contactor physically open
T15,0.6915,SAFE_INTERVAL_START,NaN,NaN,51.3481546967765,0,0,0.7,0.6915,0,0.35,Start of uninterrupted safe interval leading to reconnect
T15,1.0415,RECONNECT_COMMAND,NaN,NaN,50.4615228731266,0,0,0.7,0.6915,0,0.35,Reconnect command after safe dwell
T15,1.05375,PHYSICAL_CLOSE,NaN,NaN,50.4871643933769,1,0,0.7,0.6915,0,0.35,Contactor physically closed
T16,0.601,CONTROLLER_STATE,1,4,129.783612900634,0,1,0.7,0.758,0,0.35,Measured transition
T16,0.60925,PHYSICAL_RELAY,4,4,1200,0,0,0.7,0.758,0,0.35,Measured transition
T16,0.75825,CONTROLLER_STATE,4,5,51.3187074454549,0,0,0.7,0.758,0,0.35,Measured transition
T16,1.10825,CONTROLLER_STATE,5,6,50.4969606377799,1,0,0.7,0.758,0,0.35,Measured transition
T16,1.1085,CONTROLLER_STATE,6,2,50.500571695085,1,0,0.7,0.758,0,0.35,Measured transition
T16,1.1205,PHYSICAL_RELAY,2,2,50.4438031861957,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.16225,CONTROLLER_STATE,2,1,49.4887901182898,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.164,CONTROLLER_STATE,1,2,49.5134325473221,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.1675,CONTROLLER_STATE,2,1,49.4878501741544,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.16925,CONTROLLER_STATE,1,2,49.5183951423199,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.17225,CONTROLLER_STATE,2,1,49.4819583446244,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.17475,CONTROLLER_STATE,1,2,49.5114287228803,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.1765,CONTROLLER_STATE,2,1,49.4902099468932,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.1795,CONTROLLER_STATE,1,2,49.5103876437257,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.181,CONTROLLER_STATE,2,1,49.4819256108167,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.18525,CONTROLLER_STATE,1,2,49.5091535709407,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.1865,CONTROLLER_STATE,2,1,49.4876733980283,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.19125,CONTROLLER_STATE,1,2,49.5073982339332,1,1,0.7,0.758,0,0.35,Measured transition
T16,1.19225,CONTROLLER_STATE,2,1,49.4854528648423,1,1,0.7,0.758,0,0.35,Measured transition
T16,0.60075,FAULT_DETECTION,NaN,NaN,78.9955413106227,1,1,0.7,0.758,0,0.35,Warning/emergency threshold crossing
T16,0.60075,TRIP_COMMAND,NaN,NaN,78.9955413106227,1,1,0.7,0.758,0,0.35,Controller trip command
T16,0.609,PHYSICAL_OPEN,NaN,NaN,1200,0,1,0.7,0.758,0,0.35,Contactor physically open
T16,0.758,SAFE_INTERVAL_START,NaN,NaN,51.3413788724883,0,0,0.7,0.758,0,0.35,Start of uninterrupted safe interval leading to reconnect
T16,1.108,RECONNECT_COMMAND,NaN,NaN,50.4932747128205,0,0,0.7,0.758,0,0.35,Reconnect command after safe dwell
T16,1.12025,PHYSICAL_CLOSE,NaN,NaN,50.4465100120691,1,0,0.7,0.758,0,0.35,Contactor physically closed
